row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin,discounted_sales,order_year,order_month,order_day,ship_year,ship_month,ship_day
1936,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,Lindsay Williams,Corporate,San Francisco,California,94109,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,0.0,59.8176,0.36,166.16,2017,11,27,2017,12,3
1937,CA-2015-141768,2015-05-25,2015-05-27,Second Class,NP-18685,Nora Pelletier,Home Office,San Francisco,California,94109,West,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609,0.33,14.73,2015,5,25,2015,5,27
1938,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,-0.6667,5.9904,2016,7,8,2016,7,12
1939,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,-0.0375,26.7904,2016,7,8,2016,7,12
1940,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,-0.7,2.6208,2016,7,8,2016,7,12
1941,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,80020,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,0.1125,530.304,2016,7,8,2016,7,12
1942,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,0.375,37.888,2017,8,29,2017,9,1
1943,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401,0.0875,21.952,2017,8,29,2017,9,1
1944,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,Cathy Prescott,Corporate,Quincy,Illinois,62301,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,0.8,-5.184,-1.6,0.648,2017,8,29,2017,9,1
1945,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,75007,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,0.2,26.3912,0.275,76.7744,2016,6,20,2016,6,26
1946,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,Erin Ashbrook,Corporate,Carrollton,Texas,75007,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,0.35,8.2944,2016,6,20,2016,6,26
1947,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0.0,6.468,0.28,23.1,2017,9,2,2017,9,6
1948,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0.0,3.462,0.3,11.54,2017,9,2,2017,9,6
1949,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262,-0.3667,152.7156,2017,9,2,2017,9,6
1950,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0.0,3.7642,0.29,12.98,2017,9,2,2017,9,6
1951,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208,0.3375,21.1456,2017,9,2,2017,9,6
1952,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0.0,57.4113,0.29,197.97,2017,9,2,2017,9,6
1953,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0.0,9.072,0.48,18.9,2017,9,2,2017,9,6
1954,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735,0.1667,1154.169,2017,9,2,2017,9,6
1955,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214,0.45,4.92,2017,9,2,2017,9,6
1956,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238.0,2,0.0,38.08,0.16,238.0,2017,9,2,2017,9,6
1957,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0.0,40.3128,0.24,167.97,2017,9,2,2017,9,6
1958,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0.0,7.704,0.45,17.12,2017,9,2,2017,9,6
1959,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0.0,7.776,0.48,16.2,2017,9,10,2017,9,15
1960,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0.0,14.6157,0.43,33.99,2017,9,10,2017,9,15
1961,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0.0,53.433,0.18,296.85,2017,9,10,2017,9,15
1962,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0.0,6.768,0.06,112.8,2017,9,10,2017,9,15
1963,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0.0,6.5808,0.48,13.71,2017,9,10,2017,9,15
1964,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0.0,11.703,0.47,24.9,2017,9,10,2017,9,15
1965,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0.0,17.1774,0.06,286.29,2017,9,10,2017,9,15
1966,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,65807,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0.0,7.254,0.3,24.18,2017,9,10,2017,9,15
1967,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,7501,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0.0,78.9516,0.28,281.97,2017,12,21,2017,12,28
1968,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,7501,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0.0,20.155,0.29,69.5,2017,12,21,2017,12,28
1969,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,7501,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,0.48,166.44,2017,12,21,2017,12,28
1970,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,BD-11320,Bill Donatelli,Consumer,Tulsa,Oklahoma,74133,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0.0,102.186,0.35,291.96,2017,9,23,2017,9,29
1971,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,0.1,5.1264,2017,5,6,2017,5,11
1972,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,Max Ludwig,Home Office,Chicago,Illinois,60623,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,0.2,76.6395,0.1875,326.9952,2017,5,6,2017,5,11
1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,-1.7,1.0208,2014,12,14,2014,12,19
1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,0.1625,2.3168,2014,12,14,2014,12,19
1975,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,60610,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,-0.0625,28.0128,2014,12,14,2014,12,19
1976,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0.0,11.0388,0.04,275.97,2014,10,18,2014,10,20
1977,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,36116,South,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone,1394.95,5,0.0,362.687,0.26,1394.95,2014,10,18,2014,10,20
1978,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,Alan Schoenberger,Corporate,Montgomery,Alabama,36116,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,0.0,70.9644,0.13,545.88,2014,10,18,2014,10,20
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,Allen Armold,Consumer,Salem,Oregon,97301,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,0.1125,4.1984,2015,5,8,2015,5,12
1980,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,85301,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228,0.1125,746.8288,2016,4,14,2016,4,14
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,85301,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976,0.1,34.3808,2016,4,14,2016,4,14
1982,CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,Muhammed MacIntyre,Corporate,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0.0,1.8048,0.48,3.76,2015,12,14,2015,12,16
1983,CA-2014-122749,2014-12-03,2014-12-09,Standard Class,NG-18430,Nathan Gelder,Consumer,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0.0,134.3888,0.28,479.96,2014,12,3,2014,12,9
1984,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,Brentwood,California,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0.0,93.0552,0.29,320.88,2014,11,25,2014,11,27
1985,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,Brentwood,California,94513,West,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,23.88,3,0.0,10.5072,0.44,23.88,2014,11,25,2014,11,27
1986,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,Laurel Workman,Corporate,Brentwood,California,94513,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,0.0,12.3096,0.46,26.76,2014,11,25,2014,11,27
1987,CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,Christy Brittain,Consumer,Columbus,Ohio,43229,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,0.1333,863.9856,2016,7,25,2016,7,27
1988,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3,0.0,7.9212,0.46,17.22,2015,11,9,2015,11,13
1989,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198,0.21,1024.38,2015,11,9,2015,11,13
1990,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0.0,12.3234,0.47,26.22,2015,11,9,2015,11,13
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,65807,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,8.4966,0.49,17.34,2015,11,9,2015,11,13
1992,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,Christy Brittain,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,-0.7667,1.4868,2017,2,24,2017,2,28
1993,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,26.64,0.375,56.832,2017,6,25,2017,7,2
1994,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,97477,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.2,0.7348,0.1375,4.2752,2017,6,25,2017,7,2
1995,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,Max Ludwig,Home Office,Springfield,Oregon,97477,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,0.2,-2.1195,-0.1875,9.0432,2017,6,25,2017,7,2
1996,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,77036,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012,-2.6,58.924,2017,12,2,2017,12,4
1997,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,77036,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,-0.425,3.5008,2017,12,2,2017,12,4
1998,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,0.48,15.0,2014,2,6,2014,2,9
1999,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,161.61,1,0.0,42.0186,0.26,161.61,2014,2,6,2014,2,9
2000,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,144.95,5,0.0,42.0355,0.29,144.95,2014,2,6,2014,2,9
2001,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945,0.11,199.95,2017,4,11,2017,4,18
2002,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,91104,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0.0,14.2324,0.34,41.86,2017,4,11,2017,4,18
2003,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,40214,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,0.1,95.94,2017,12,25,2017,12,28
2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,40214,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,0.25,304.45,2017,12,25,2017,12,28
2005,US-2017-143028,2017-04-11,2017-04-18,Standard Class,SC-20050,Sample Company A,Home Office,Lubbock,Texas,79424,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046,-1.5,2.2728,2017,4,11,2017,4,18
2006,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,Rob Williams,Corporate,Columbia,Missouri,65203,Central,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,0.0,11.5752,0.39,29.68,2014,12,31,2015,1,4
2007,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,Rob Williams,Corporate,Columbia,Missouri,65203,Central,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0.0,16.1602,0.34,47.53,2014,12,31,2015,1,4
2008,CA-2017-165386,2017-08-03,2017-08-04,First Class,CM-12190,Charlotte Melton,Consumer,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,-0.2,128.3604,2017,8,3,2017,8,4
2009,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,0.1125,3.3792,2014,11,15,2014,11,21
2010,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,37604,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424,0.0875,266.4448,2014,11,15,2014,11,21
2011,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,37604,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4,0.2,7.78,0.3125,19.9168,2014,11,15,2014,11,21
2012,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,Houston,Texas,77041,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,0.2,35.9964,0.225,127.9872,2015,12,11,2015,12,11
2013,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,Houston,Texas,77041,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,0.1,37.0752,2015,12,11,2015,12,11
2014,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,36830,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,0.24,350.98,2016,9,18,2016,9,23
2015,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,36830,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,0.46,13.08,2016,9,18,2016,9,23
2016,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,36830,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104,0.13,900.08,2016,9,18,2016,9,23
2017,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,92404,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684,0.3625,14.0544,2015,3,19,2015,3,23
2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,92404,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,0.47,14.62,2015,3,19,2015,3,23
2019,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,92404,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736,0.26,33.36,2015,3,19,2015,3,23
2020,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,92404,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686,0.49,40.14,2015,3,19,2015,3,23
2021,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",1606.23,9,0.0,481.869,0.3,1606.23,2016,9,19,2016,9,21
2022,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17.04,3,0.0,7.668,0.45,17.04,2016,9,19,2016,9,21
2023,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,49.53,3,0.0,23.7744,0.48,49.53,2016,9,19,2016,9,21
2024,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,Rick Huthwaite,Home Office,Providence,Rhode Island,2908,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,0.0,244.2496,0.28,872.32,2016,9,19,2016,9,21
2025,US-2017-111241,2017-08-20,2017-08-22,Second Class,GM-14500,Gene McClure,Consumer,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,0.325,191.296,2017,8,20,2017,8,22
2026,CA-2015-114237,2015-03-13,2015-03-15,First Class,MC-17275,Marc Crier,Consumer,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,0.28,141.96,2015,3,13,2015,3,15
2027,CA-2016-113516,2016-09-08,2016-09-10,Second Class,VM-21685,Valerie Mitchum,Home Office,Lancaster,California,93534,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,0.2,11.5584,0.35,26.4192,2016,9,8,2016,9,10
2028,CA-2016-113516,2016-09-08,2016-09-10,Second Class,VM-21685,Valerie Mitchum,Home Office,Lancaster,California,93534,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,0.2,23.4976,0.35,53.7088,2016,9,8,2016,9,10
2029,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,0.47,14.73,2015,11,26,2015,11,30
